,Yelp URL,Rating,img_url,name
0,https://www.yelp.com/biz/85-c-bakery-cafe-las-vegas-2,3.6885245901639343,https://s3-media0.fl.yelpcdn.com/bphoto/EJm0jgAsH0IeEVtbGmc0Jw/l.jpg,85°C Bakery Cafe-Las Vegas
1,https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,4.07590597453477,https://s3-media0.fl.yelpcdn.com/bphoto/Djnk7EBdbzusD5ubeaWFyw/l.jpg,Amélie's French Bakery & Café
2,https://www.yelp.com/biz/batch-bakehouse-madison,4.64390243902439,https://s3-media0.fl.yelpcdn.com/bphoto/ak4qdhc6Q0DudjjsD3R9MA/l.jpg,Batch Bakehouse
3,https://www.yelp.com/biz/bouchon-bakery-las-vegas-10,4.0,https://s3-media0.fl.yelpcdn.com/bphoto/5eXbQADywSxwNd3P8X4j1A/l.jpg,Bouchon Bakery
4,https://www.yelp.com/biz/caff%C3%A9-bene-urbana-3,3.112676056338028,https://s3-media0.fl.yelpcdn.com/bphoto/IFqwV2KjnG3ZZOq96YEoqA/l.jpg,Caffé Bene
5,https://www.yelp.com/biz/campbells-sweets-factory-cleveland,4.468354430379747,https://s3-media0.fl.yelpcdn.com/bphoto/aaEfCpzRdMY6BBevOOtTkQ/l.jpg,Campbell's Sweets Factory
6,https://www.yelp.com/biz/carlos-bakery-las-vegas-3,2.97984496124031,https://s3-media0.fl.yelpcdn.com/bphoto/Ync1xJ8R2r7u5XfOJQmTgQ/l.jpg,Carlo's Bakery
7,https://www.yelp.com/biz/chocolate-shoppe-ice-cream-madison-2,4.210191082802548,https://s3-media0.fl.yelpcdn.com/buphoto/qoYlsjaK-p44tez4FGmpvw/s.jpg,Chocolate Shoppe Ice Cream
8,https://www.yelp.com/biz/churn-homemade-ice-cream-and-coffee-pittsburgh,4.631578947368421,https://s3-media0.fl.yelpcdn.com/bphoto/04onwaUGHk6kTkbFtm1sMw/l.jpg,Churn Homemade Ice Cream & Coffee
9,https://www.yelp.com/biz/churn-phoenix-3,4.404154863078376,https://s3-media0.fl.yelpcdn.com/bphoto/p_2_CK1dnrmg6kpGjpbabA/l.jpg,Churn
10,https://www.yelp.com/biz/cr%C3%AApes-de-luxe-cleveland-2,3.388235294117647,https://s3-media0.fl.yelpcdn.com/bphoto/b0kyrvgMu3mwCFzccsb7sA/l.jpg,Crêpes De Luxe
11,https://www.yelp.com/biz/daily-scoop-in-memorial-union-madison,4.268656716417911,https://s3-media0.fl.yelpcdn.com/bphoto/f1olOKZr8w3BPRl_2xmDTw/l.jpg,Daily Scoop In Memorial Union
12,https://www.yelp.com/biz/day-and-night-exotic-cereal-bar-charlotte,4.366197183098592,https://s3-media0.fl.yelpcdn.com/bphoto/8gsIv5yQ6oRon01f2qpWNA/l.jpg,Day & Night Exotic Cereal Bar
13,https://www.yelp.com/biz/donut-bar-las-vegas,4.2765625,https://s3-media0.fl.yelpcdn.com/bphoto/jU3b3xOFrTdAP9_LJHSsYQ/l.jpg,Donut Bar
14,https://www.yelp.com/biz/fatty-daddys-scottsdale-5,4.101867572156197,https://s3-media0.fl.yelpcdn.com/bphoto/3aXgMBek8t9z-9LRxYuL4g/l.jpg,Fatty Daddy's
15,https://www.yelp.com/biz/ghirardelli-ice-cream-and-chocolate-shop-las-vegas-2,3.84,https://s3-media0.fl.yelpcdn.com/bphoto/Yz1X-4Mvm0BH6A1JmnCctg/l.jpg,Ghirardelli Ice Cream & Chocolate Shop
16,https://www.yelp.com/biz/handels-homemade-ice-cream-and-yogurt-las-vegas-3,4.30307467057101,https://s3-media0.fl.yelpcdn.com/bphoto/BXZ9Zs8F7rJcamsBv1fDDw/l.jpg,Handel's Homemade Ice Cream & Yogurt
17,https://www.yelp.com/biz/honey-hut-ice-cream-cleveland,4.687022900763359,https://s3-media0.fl.yelpcdn.com/bphoto/2hBL369uvc66deUNx_yZcQ/l.jpg,Honey Hut Ice Cream
